"Site1","Site2","Diff in Prop","Quarter","Distance","Difference"
"EG3","HE1",2.21483943000001,"August 2022",12.7471832506775,0.0221483943000001
"EG3","AH3",6.97674419000001,"August 2022",13.1088796498404,0.0697674419
"EG3","ST1",2.21483943000001,"August 2022",14.2395148088242,0.0221483943000001
"EG3","DP5",2.3255814,"August 2022",7.68994014397308,0.023255814
"EG3","EG4",4.59579181000001,"August 2022",3.12980205271069,0.0459579181000001
"EG3","DP1",6.97674419000001,"August 2022",6.53953470791857,0.0697674419
"EG3","PR3",4.70401692,"August 2022",13.3158839113532,0.0470401692
"EG3","DP2",4.65116279,"August 2022",3.77068781004932,0.0465116279
"EG3","EG2",2.43128964,"August 2022",1.73167598304944,0.0243128964
"EG3","EG1",6.97674418,"August 2022",5.19501824621529,0.0697674418
"EG3","DP3",4.65116279,"August 2022",4.49469931468986,0.0465116279
"EG3","PR2",2.43128964,"August 2022",13.0923915454818,0.0243128964
"EG3","DP4",2.3255814,"August 2022",6.86679569457611,0.023255814
"EG3","EG3",0,"August 2022",0,0
"EG4","AH1",2.38095238,"August 2022",7.95640969791966,0.0238095238
"EG4","PH1",2.38095238,"August 2022",11.2754141480638,0.0238095238
"EG4","MP1",8.73015873,"August 2022",9.77696575203858,0.0873015873
"EG4","SC1",2.38095238,"August 2022",9.03102532207255,0.0238095238
"EG4","HP1",0.0553709799999922,"August 2022",12.7421098823698,0.000553709799999922
"EG4","AH2",2.38095238,"August 2022",15.2122070417365,0.0238095238
"EG4","HE1",2.38095238,"August 2022",13.4426679383555,0.0238095238
"EG4","AH3",2.38095238,"August 2022",16.0792576965012,0.0238095238
"EG4","ST1",2.38095238,"August 2022",13.9235620138335,0.0238095238
"EG4","DP5",2.27021041,"August 2022",9.52427656246387,0.0227021041
"EG4","EG4",0,"August 2022",0,0
"HE1","AH1",4.76190475999999,"August 2022",12.7421813904133,0.0476190475999999
"HE1","PH1",4.76190475999999,"August 2022",17.3658022176295,0.0476190475999999
"HE1","MP1",6.34920635,"August 2022",15.7851299321367,0.0634920635
"HE1","SC1",4.76190475999999,"August 2022",6.88815793564974,0.0476190475999999
"HE1","HP1",2.43632335999999,"August 2022",7.1054304895948,0.0243632335999999
"HE1","AH2",4.76190475999999,"August 2022",14.3082780411406,0.0476190475999999
"HE1","HE1",0,"August 2022",0,0
"HP1","AH1",2.3255814,"August 2022",16.0329905418048,0.023255814
"HP1","PH1",2.3255814,"August 2022",20.8293067000477,0.023255814
"HP1","MP1",8.78552970999999,"August 2022",19.102544727903,0.0878552970999999
"HP1","SC1",2.3255814,"August 2022",3.77059159881718,0.023255814
"HP1","HP1",0,"August 2022",0,0
"MP1","AH1",11.11111111,"August 2022",3.11977304756635,0.1111111111
"MP1","PH1",11.11111111,"August 2022",1.73168092571023,0.1111111111
"MP1","MP1",0,"August 2022",0,0
"PH1","AH1",0,"August 2022",4.81858145569469,0
"PH1","PH1",0,"August 2022",0,0
"PR1","AH1",2.27272727,"August 2022",12.1209981925325,0.0227272727
"PR1","PH1",2.27272727,"August 2022",9.84723800295169,0.0227272727
"PR1","MP1",8.83838383999999,"August 2022",10.2154203561257,0.0883838383999999
"PR1","SC1",2.27272727,"August 2022",20.9932454221444,0.0227272727
"PR1","HP1",0.0528541300000001,"August 2022",24.7550829171042,0.000528541300000001
"PR1","AH2",2.27272727,"August 2022",17.5312008081104,0.0227272727
"PR1","HE1",2.48917748999999,"August 2022",23.8978688674532,0.0248917748999999
"PR1","AH3",2.27272727,"August 2022",19.1669926889129,0.0227272727
"PR1","ST1",2.48917748999999,"August 2022",25.5287341331669,0.0248917748999999
"PR1","DP5",2.37843552,"August 2022",4.82311315092013,0.0237843552
"PR1","EG4",0.108225109999992,"August 2022",12.1112119442364,0.00108225109999992
"PR1","DP1",2.27272727,"August 2022",7.94032742548144,0.0227272727
"PR1","PR3",0,"August 2022",2.99577313737512,0
"PR1","DP2",0.0528541300000001,"August 2022",7.68973045137773,0.000528541300000001
"PR1","EG2",2.27272728,"August 2022",12.7424114785621,0.0227272728
"PR1","EG1",11.6807611,"August 2022",15.7854134774427,0.116807611
"PR1","DP3",0.0528541300000001,"August 2022",6.86665470263958,0.000528541300000001
"PR1","PR2",2.27272728,"August 2022",2.29341943357438,0.0227272728
"PR1","DP4",2.37843552,"August 2022",5.19475603545862,0.0237843552
"PR1","EG3",4.70401692,"August 2022",11.3119374116642,0.0470401692
"PR1","PR1",0,"August 2022",0,0
"PR2","AH1",4.54545455,"August 2022",14.3076167814338,0.0454545455
"PR2","PH1",4.54545455,"August 2022",12.1375697571747,0.0454545455
"PR2","MP1",6.56565655999999,"August 2022",12.4972482438321,0.0656565655999999
"PR2","SC1",4.54545455,"August 2022",22.49017449734,0.0454545455
"PR2","HP1",2.21987315,"August 2022",26.2225196212812,0.0221987315
"PR2","AH2",4.54545455,"August 2022",19.8243554166002,0.0454545455
"PR2","HE1",0.216450209999991,"August 2022",25.798171650523,0.00216450209999991
"PR2","AH3",4.54545455,"August 2022",21.460187336065,0.0454545455
"PR2","ST1",0.216450209999991,"August 2022",27.1904316375886,0.00216450209999991
"PR2","DP5",0.105708239999998,"August 2022",7.0921144162525,0.00105708239999998
"PR2","EG4",2.16450217000001,"August 2022",13.4842114124729,0.0216450217000001
"PR2","DP1",4.54545455,"August 2022",10.2154747556743,0.0454545455
"PR2","PR3",2.27272728,"August 2022",0.859087542848524,0.0227272728
"PR2","DP2",2.21987315,"August 2022",9.63678641310726,0.0221987315
"PR2","EG2",0,"August 2022",14.39770077478,0
"PR2","EG1",9.40803382,"August 2022",17.2351942074094,0.0940803382
"PR2","DP3",2.21987315,"August 2022",8.78262733231908,0.0221987315
"PR2","PR2",0,"August 2022",0,0
"PR3","AH1",2.27272727,"August 2022",14.7924947579829,0.0227272727
"PR3","PH1",2.27272727,"August 2022",12.8231968222272,0.0227272727
"PR3","MP1",8.83838383999999,"August 2022",13.1071157153968,0.0883838383999999
"PR3","SC1",2.27272727,"August 2022",22.5374538524212,0.0227272727
"PR3","HP1",0.0528541300000001,"August 2022",26.2485559486496,0.000528541300000001
"PR3","AH2",2.27272727,"August 2022",20.4888105952857,0.0227272727
"PR3","HE1",2.48917748999999,"August 2022",26.0547928111901,0.0248917748999999
"PR3","AH3",2.27272727,"August 2022",22.1090669783742,0.0227272727
"PR3","ST1",2.48917748999999,"August 2022",27.311230713106,0.0248917748999999
"PR3","DP5",2.37843552,"August 2022",7.69528070689284,0.0237843552
"PR3","EG4",0.108225109999992,"August 2022",13.5093122813839,0.00108225109999992
"PR3","DP1",2.27272727,"August 2022",10.8163976374192,0.0227272727
"PR3","PR3",0,"August 2022",0,0
"SC1","AH1",0,"August 2022",12.5794509725667,0
"SC1","PH1",0,"August 2022",17.3166783774312,0
"SC1","MP1",11.11111111,"August 2022",15.5849974517391,0.1111111111
"SC1","SC1",0,"August 2022",0,0
"ST1","AH1",4.76190475999999,"August 2022",15.5986420179596,0.0476190475999999
"ST1","PH1",4.76190475999999,"August 2022",20.4034107963573,0.0476190475999999
"ST1","MP1",6.34920635,"August 2022",18.7184150655256,0.0634920635
"ST1","SC1",4.76190475999999,"August 2022",5.19448974196538,0.0476190475999999
"ST1","HP1",2.43632335999999,"August 2022",3.12957367741383,0.0243632335999999
"ST1","AH2",4.76190475999999,"August 2022",18.4385370334453,0.0476190475999999
"ST1","HE1",0,"August 2022",4.50727019220969,0
"ST1","AH3",4.76190475999999,"August 2022",17.9075397403219,0.0476190475999999
"ST1","ST1",0,"August 2022",0,0
