"Month (7,8)",Year,Abdomen Species ID,SampleName,Legs,PoolName,InternalNum
July,2021,p,2.PR1.21*,6,PJ21.PR1,2
July,2021,p,4.PR1.21*,5,PJ21.PR1,2
July,2021,p,5.PR1.21*,3,PJ21.PR1,2
July,2021,p,6.PR1.21*,3,PJ21.PR1,2
July,2021,p,7.PR1.21*,2,PJ21.PR1,2
July,2021,p,2.PR1.22,5,PJ21.PR1,2
July,2021,p,3.PR1.22,,PJ21.PR1,
July,2021,p,5.PR1.22,,PJ21.PR1,
July,2021,p,7.PR1.22,,PJ21.PR1,
July,2021,p,2.HE1.21,5,PJ21.HE1,2
July,2021,p,3.HE1.21,4,PJ21.HE1,2
July,2021,p,4.HE1.21,5,PJ21.HE1,2
July,2021,p,5.HE1.21,5,PJ21.HE1,2
July,2021,p,6.HE1.21,4,PJ21.HE1,2
July,2021,p,7.HE1.21,4,PJ21.HE1,2
July,2021,p,2.HE1.21*,6,PJ21.HE1,2
July,2021,p,3.HE1.21*,4,PJ21.HE1,2
July,2021,p,4.HE1.21*,4,PJ21.HE1,2
July,2021,p,5.HE1.21*,4,PJ21.HE1,2
July,2021,p,6.HE1.21*,5,PJ21.HE1,3
July,2021,p,7.HE1.21*,,PJ21.HE1,
July,2021,p,2.HE1.22,,PJ21.HE1,
July,2021,p,3.HE1.22,,PJ21.HE1,
July,2021,p,4.HE1.22,,PJ21.HE1,
July,2021,p,5.HE1.22,,PJ21.HE1,
July,2021,p,6.HE1.22,,PJ21.HE1,
July,2021,p,7.HE1.22,,PJ21.HE1,
July,2021,p,3.ST1.20,4,PJ21.ST1,3
July,2021,p,4.ST1.20,5,PJ21.ST1,3
July,2021,p,5.ST1.20,5,PJ21.ST1,3
July,2021,p,6.ST1.20,4,PJ21.ST1,3
July,2021,p,7.ST1.20,5,PJ21.ST1,3
July,2021,p,8.ST1.20,3,PJ21.ST1,3
July,2021,p,2.ST1.21,4,PJ21.ST1,3
July,2021,p,3.ST1.21,3,PJ21.ST1,3
July,2021,p,4.ST1.21,3,PJ21.ST1,3
July,2021,p,5.ST1.21,3,PJ21.ST1,3
July,2021,p,6.ST1.21,,PJ21.ST1,
July,2021,p,7.ST1.21,,PJ21.ST1,
July,2021,p,2.ST1.22,,PJ21.ST1,
July,2021,p,3.ST1.22,,PJ21.ST1,
July,2021,p,4.ST1.22,,PJ21.ST1,
July,2021,p,5.ST1.22,,PJ21.ST1,
July,2021,p,6.ST1.21*,,PJ21.ST1,
July,2021,p,5.DP2.20,5,PJ21.DP2,2
July,2021,p,2.DP2.20*,5,PJ21.DP2,2
July,2021,p,3.DP2.20*,4,PJ21.DP2,2
July,2021,p,4.DP2.20*,4,PJ21.DP2,2
July,2021,p,5.DP2.20*,1,PJ21.DP2,2
July,2021,p,6.DP2.20*,3,PJ21.DP2,2
July,2021,p,3.DP2.22,3,PJ21.DP2,2
July,2021,p,5.DP2.22,2,PJ21.DP2,2
July,2021,p,6.DP2.22,3,PJ21.DP2,2
July,2021,p,7.DP2.21*,3,PJ21.DP2,2
July,2021,p,2.DP2.20,6,PJ21.DP2,3
July,2021,p,8.DP2.20,6,PJ21.DP2,3
July,2021,p,1.DP2.20*,4,PJ21.DP2,3
July,2021,p,3.DP2.20*,5,PJ21.DP2,3
July,2021,p,5.DP2.20*,5,PJ21.DP2,3
July,2021,p,7.DP2.20*,4,PJ21.DP2,3
July,2021,p,1.DP2.20**,5,PJ21.DP2,3
July,2021,p,2.DP2.20**,3,PJ21.DP2,3
July,2021,p,4.DP2.20**,5,PJ21.DP2,3
July,2021,p,5.DP2.20**,4,PJ21.DP2,3
July,2021,p,6.DP2.20**,,PJ21.DP2,
July,2021,p,8.DP2.20**,,PJ21.DP2,
July,2021,p,7.DP1.21,,PJ21.DP1,
July,2021,p,8.DP1.21,,PJ21.DP1,
July,2021,p,1.DP1.21*,,PJ21.DP1,
July,2021,p,3.DP1.21*,,PJ21.DP1,
July,2021,p,4.DP1.21*,,PJ21.DP1,
July,2021,p,5.DP1.21*,,PJ21.DP1,
July,2021,p,1.HP1.20,,PJ21.HP1,
July,2021,p,2.HP1.20,,PJ21.HP1,
July,2021,p,4.HP1.20,,PJ21.HP1,
July,2021,p,1.HP1.21,,PJ21.HP1,
July,2021,p,3.HP1.21,,PJ21.HP1,
July,2021,p,4.HP1.21,,PJ21.HP1,
July,2021,p,6.HP1.21,,PJ21.HP1,
July,2021,p,7.HP1.21,,PJ21.HP1,
July,2021,p,3.HP1.22,,PJ21.HP1,
July,2021,R,4.AH1.21,4,RJ21.AH1,1
July,2021,R,3.AH3.22,6,RJ21.AH3,1
July,2021,r,1.AH3.21*,5,RJ21.AH3,1
July,2021,R,2.DP1.21,6,RJ21.DP1,1
July,2021,R,5.DP1.20,4,RJ21.DP1,1
July,2021,R,2.DP1.22,2,RJ21.DP1,1
July,2021,R,3.DP1.22,4,RJ21.DP1,1
July,2021,R,4.DP1.22,5,RJ21.DP1,1
July,2021,r,1.DP1.20,4,RJ21.DP1,1
July,2021,R,3.DP2.20,6,RJ21.DP2,1
July,2021,R,6.DP2.20,5,RJ21.DP2,1
July,2021,R,7.DP2.20,4,RJ21.DP2,1
July,2021,R,1.DP2.21,6,RJ21.DP2,1
July,2021,R,2.DP2.21,5,RJ21.DP2,1
July,2021,R,6.DP2.21,4,RJ21.DP2,1
July,2021,R,7.DP2.21,2,RJ21.DP2,1
July,2021,R,1.DP2.22,5,RJ21.DP2,1
July,2021,R,3.DP2.22,3,RJ21.DP2,1
July,2021,R,6.DP2.22,2,RJ21.DP2,1
July,2021,r,3.DP2.20,5,RJ21.DP2,2
July,2021,r,6.DP2.20,5,RJ21.DP2,2
July,2021,r,7.DP2.20,5,RJ21.DP2,2
July,2021,r,2.DP2.20*,3,RJ21.DP2,2
July,2021,r,4.DP2.20*,5,RJ21.DP2,2
July,2021,r,6.DP2.20*,5,RJ21.DP2,2
July,2021,r,3.DP2.20**,5,RJ21.DP2,2
July,2021,r,7.DP2.20**,4,RJ21.DP2,2
July,2021,R,2.DP3.22,5,RJ21.DP3,1
July,2021,R,3.DP3.22,3,RJ21.DP3,1
July,2021,r,3.DP3.20,6,RJ21.DP3,1
July,2021,r,4.DP3.20,5,RJ21.DP3,1
July,2021,r,3.DP3.21,5,RJ21.DP3,1
July,2021,r,7.DP3.21,3,RJ21.DP3,1
July,2021,r,1.DP3.22,6,RJ21.DP3,1
July,2021,r,2.DP3.22,5,RJ21.DP3,1
July,2021,r,4.DP3.22,5,RJ21.DP3,1
July,2021,R,1.DP4.22,3,RJ21.DP4,1
July,2021,R,2.DP4.22,3,RJ21.DP4,1
July,2021,R,3.DP4.22,2,RJ21.DP4,1
July,2021,R,5.DP4.20,4,RJ21.DP4,1
July,2021,R,6.DP4.20,2,RJ21.DP4,1
July,2021,R,2.DP4.21,2,RJ21.DP4,1
July,2021,r,5.DP4.20,6,RJ21.DP4,1
July,2021,r,6.DP4.22,5,RJ21.DP4,1
July,2021,R,4.DP5.20,4,RJ21.DP5,1
July,2021,R,1.DP5.22,4,RJ21.DP5,1
July,2021,R,2.EG1.20,4,RJ21.EG1,1
July,2021,R,3.EG1.20,4,RJ21.EG1,1
July,2021,R,4.EG1.20,5,RJ21.EG1,1
July,2021,R,5.EG1.20,5,RJ21.EG1,1
July,2021,R,6.EG1.20,5,RJ21.EG1,1
July,2021,R,4.EG1.21,4,RJ21.EG1,1
July,2021,R,6.EG1.21,4,RJ21.EG1,1
July,2021,R,7.EG1.21,4,RJ21.EG1,1
July,2021,R,4.EG1.22,6,RJ21.EG1,1
July,2021,R,5.EG1.22,5,RJ21.EG1,1
July,2021,r,2.EG1.20,6,RJ21.EG1,2
July,2021,r,3.EG1.20,5,RJ21.EG1,2
July,2021,r,1.EG1.21,5,RJ21.EG1,2
July,2021,r,6.EG1.21,6,RJ21.EG1,2
July,2021,r,7.EG1.21,6,RJ21.EG1,2
July,2021,r,1.EG1.22,2,RJ21.EG1,2
July,2021,r,2.EG1.22,3,RJ21.EG1,2
July,2021,r,3.EG1.22,3,RJ21.EG1,2
July,2021,r,5.EG1.22,4,RJ21.EG1,2
July,2021,r,7.EG1.22,3,RJ21.EG1,2
July,2021,R,6.HE1.20,6,RJ21.HE1,1
July,2021,r,5.HP1.20,2,RJ21.HP1,1
July,2021,r,7.HP1.20,3,RJ21.HP1,1
July,2021,r,5.HP1.21,3,RJ21.HP1,1
July,2021,r,2.HP1.22,5,RJ21.HP1,1
July,2021,r,4.HP1.22,6,RJ21.HP1,1
July,2021,R,7.MP1.21,2,RJ21.MP1,1
July,2021,R,2.MP1.20,2,RJ21.MP1,1
July,2021,R,1.MP1.22,2,RJ21.MP1,1
July,2021,R,3.MP1.21,4,RJ21.MP1,1
July,2021,R,4.MP1.21,4,RJ21.MP1,1
July,2021,R,5.MP1.21,4,RJ21.MP1,1
July,2021,R,6.MP1.21,3,RJ21.MP1,1
July,2021,R,1.PH1.20,5,RJ21.PH1,1
July,2021,R,4.PH1.20,5,RJ21.PH1,1
July,2021,R,1.PH1.22,3,RJ21.PH1,1
July,2021,r,8.PH1.20,4,RJ21.PH1,1
July,2021,r,4.PH1.21,4,RJ21.PH1,1
July,2021,r,6.PH1.21*,3,RJ21.PH1,1
July,2021,R,3.PR1.22,6,RJ21.PR1,1
July,2021,r,5.PR1.20,3,RJ21.PR1,1
July,2021,R,1.PR2.20,4,RJ21.PR2,1
July,2021,R,2.PR2.20,4,RJ21.PR2,1
July,2021,R,8.PR2.20,3,RJ21.PR2,1
July,2021,R,3.PR2.22,4,RJ21.PR2,1
July,2021,R,4.PR2.22,3,RJ21.PR2,1
July,2021,R,5.PR2.22,5,RJ21.PR2,1
July,2021,r,3.PR2.20,2,RJ21.PR2,1
July,2021,r,5.PR2.20,4,RJ21.PR2,1
July,2021,r,7.PR2.20,3,RJ21.PR2,1
July,2021,r,8.PR2.20,3,RJ21.PR2,2
July,2021,r,7.PR2.21,5,RJ21.PR2,2
July,2021,r,3.PR2.21*,6,RJ21.PR2,2
July,2021,r,7.PR2.21*,5,RJ21.PR2,2
July,2021,r,1.PR3.20,6,RJ21.PR3,1
July,2021,r,1.PR3.21,4,RJ21.PR3,1
July,2021,r,4.PR3.21,4,RJ21.PR3,1
July,2021,r,3.PR3.22,3,RJ21.PR3,1
July,2021,R,4.SC1.20,5,RJ21.SC1,1
July,2021,R,1.SC1.21,5,RJ21.SC1,1
July,2021,r,4.ST1.22,5,RJ21.ST1,1
August,2021,p,2.AH2.23,4,PA21.AH2,3
August,2021,p,4.AH2.23,4,PA21.AH2,3
August,2021,p,5.AH2.23,6,PA21.AH2,3
August,2021,p,6.AH2.23,5,PA21.AH2,3
August,2021,p,7.AH2.23,4,PA21.AH2,3
August,2021,p,2.AH2.25,2,PA21.AH2,3
August,2021,p,3.AH2.25,4,PA21.AH2,3
August,2021,p,4.AH2.25,4,PA21.AH2,3
August,2021,p,5.AH2.25,3,PA21.AH2,3
August,2021,p,6.AH2.25,4,PA21.AH2,3
August,2021,p,7.AH2.25,,PA21.AH2,
August,2021,p,1.AH2.26,,PA21.AH2,
August,2021,p,2.AH2.26,,PA21.AH2,
August,2021,p,3.AH2.26,,PA21.AH2,
August,2021,p,4.AH2.26,,PA21.AH2,
August,2021,p,5.AH2.26,,PA21.AH2,
August,2021,p,6.AH2.26,,PA21.AH2,
August,2021,p,7.AH2.26,,PA21.AH2,
August,2021,p,1.ST1.23,6,PA21.ST1,3
August,2021,p,4.ST1.23,2,PA21.ST1,3
August,2021,p,5.ST1.23,4,PA21.ST1,3
August,2021,p,6.ST1.23,6,PA21.ST1,3
August,2021,p,7.ST1.23,2,PA21.ST1,3
August,2021,p,8.ST1.23,4,PA21.ST1,3
August,2021,p,1.ST1.25,3,PA21.ST1,3
August,2021,p,2.ST1.25,5,PA21.ST1,3
August,2021,p,4.ST1.25,3,PA21.ST1,3
August,2021,p,7.ST1.25,4,PA21.ST1,3
August,2021,p,1.ST1.26,,PA21.ST1,
August,2021,p,2.ST1.26,,PA21.ST1,
August,2021,p,3.ST1.26,,PA21.ST1,
August,2021,p,4.ST1.26,,PA21.ST1,
August,2021,p,5.ST1.26,,PA21.ST1,
August,2021,p,6.ST1.26,,PA21.ST1,
August,2021,p,7.ST1.26,,PA21.ST1,
August,2021,p,1.EG1.23,4,PA21.EG1,2
August,2021,p,2.EG1.23,4,PA21.EG1,2
August,2021,p,4.EG1.23,2,PA21.EG1,2
August,2021,p,5.EG1.23,3,PA21.EG1,2
August,2021,p,6.EG1.23,2,PA21.EG1,2
August,2021,p,7.EG1.23,2,PA21.EG1,2
August,2021,p,8.EG1.23,2,PA21.EG1,2
August,2021,p,1.EG1.25,4,PA21.EG1,2
August,2021,p,2.EG1.25,1,PA21.EG1,2
August,2021,p,3.EG1.25,3,PA21.EG1,2
August,2021,p,4.EG1.25,2,PA21.EG1,3
August,2021,p,5.EG1.25,4,PA21.EG1,3
August,2021,p,6.EG1.25,1,PA21.EG1,3
August,2021,p,7.EG1.25,4,PA21.EG1,3
August,2021,p,1.EG1.26,2,PA21.EG1,3
August,2021,p,2.EG1.26,4,PA21.EG1,3
August,2021,p,3.EG1.26,4,PA21.EG1,3
August,2021,p,4.EG1.26,2,PA21.EG1,3
August,2021,p,5.EG1.26,2,PA21.EG1,3
August,2021,p,6.EG1.26,3,PA21.EG1,3
August,2021,p,7.EG1.26,,PA21.EG1,
August,2021,p,2.PR3.23,5,PA21.PR3,2
August,2021,p,3.PR3.23,3,PA21.PR3,2
August,2021,p,4.PR3.23,4,PA21.PR3,2
August,2021,p,5.PR3.23,3,PA21.PR3,2
August,2021,p,7.PR3.23,5,PA21.PR3,2
August,2021,p,2.PR3.26,3,PA21.PR3,2
August,2021,p,3.PR3.26,4,PA21.PR3,2
August,2021,p,6.PR3.26,3,PA21.PR3,2
August,2021,p,7.PR3.26,3,PA21.PR3,2
August,2021,p,1.PR3.27,2,PA21.PR3,2
August,2021,p,2.PR3.27,2,PA21.PR3,3
August,2021,p,3.PR3.27,2,PA21.PR3,3
August,2021,p,4.PR3.27,1,PA21.PR3,3
August,2021,p,5.PR3.27,2,PA21.PR3,3
August,2021,p,6.PR3.27,2,PA21.PR3,3
August,2021,p,7.PR3.27,1,PA21.PR3,3
August,2021,p,2.AH3.23,5,PA21.AH3,2
August,2021,p,3.AH3.23,4,PA21.AH3,2
August,2021,p,5.AH3.23,3,PA21.AH3,2
August,2021,p,6.AH3.23,2,PA21.AH3,2
August,2021,p,8.AH3.23,2,PA21.AH3,2
August,2021,p,1.AH3.23*,2,PA21.AH3,2
August,2021,p,3.AH3.23*,2,PA21.AH3,2
August,2021,p,4.AH3.23*,4,PA21.AH3,2
August,2021,p,5.AH3.23*,4,PA21.AH3,2
August,2021,p,6.AH3.23*,2,PA21.AH3,2
August,2021,p,7.AH3.23*,4,PA21.AH3,3
August,2021,p,1.AH3.25,5,PA21.AH3,3
August,2021,p,2.AH3.25,3,PA21.AH3,3
August,2021,p,3.AH3.25,2,PA21.AH3,3
August,2021,p,4.AH3.25,3,PA21.AH3,3
August,2021,p,6.AH3.25,4,PA21.AH3,3
August,2021,p,7.AH3.25,4,PA21.AH3,3
August,2021,p,2.EG2.23,6,PA21.EG2,2
August,2021,p,3.EG2.23,6,PA21.EG2,2
August,2021,p,5.EG2.23,6,PA21.EG2,2
August,2021,p,6.EG2.23,4,PA21.EG2,2
August,2021,p,7.EG2.23,4,PA21.EG2,2
August,2021,p,1.EG2.25,3,PA21.EG2,2
August,2021,p,2.EG2.25,4,PA21.EG2,2
August,2021,p,3.EG2.25,3,PA21.EG2,2
August,2021,p,4.EG2.25,4,PA21.EG2,2
August,2021,p,5.EG2.25,3,PA21.EG2,2
August,2021,p,1.EG2.26,5,PA21.EG2,3
August,2021,p,2.EG2.26,,PA21.EG2,
August,2021,p,3.EG2.26,,PA21.EG2,
August,2021,p,4.EG2.26,,PA21.EG2,
August,2021,p,6.EG2.26,,PA21.EG2,
August,2021,p,7.EG2.27,,PA21.EG2,
August,2021,p,1.DP2.23,5,PA21.DP2,1
August,2021,p,2.DP2.23,5,PA21.DP2,1
August,2021,p,3.DP2.23,2,PA21.DP2,1
August,2021,p,4.DP2.23,4,PA21.DP2,1
August,2021,p,5.DP2.23,6,PA21.DP2,1
August,2021,p,6.DP2.23,3,PA21.DP2,1
August,2021,p,7.DP2.23,3,PA21.DP2,1
August,2021,p,8.DP2.23,6,PA21.DP2,1
August,2021,p,1.DP2.25,4,PA21.DP2,1
August,2021,p,2.DP2.25,3,PA21.DP2,1
August,2021,p,3.DP2.25,2,PA21.DP2,2
August,2021,p,4.DP2.25,2,PA21.DP2,2
August,2021,p,5.DP2.25,3,PA21.DP2,2
August,2021,p,1.DP2.26,2,PA21.DP2,2
August,2021,p,2.DP2.26,3,PA21.DP2,2
August,2021,p,3.DP2.26,3,PA21.DP2,2
August,2021,p,4.DP2.23*,4,PA21.DP2,2
August,2021,p,5.DP2.23*,5,PA21.DP2,2
August,2021,p,6.DP2.23*,3,PA21.DP2,2
August,2021,p,7.DP2.23*,4,PA21.DP2,2
August,2021,p,1.EG3.23,6,PA21.EG3,1
August,2021,p,2.EG3.23,2,PA21.EG3,1
August,2021,p,3.EG3.23,3,PA21.EG3,1
August,2021,p,5.EG3.23,2,PA21.EG3,1
August,2021,p,1.EG3.25,3,PA21.EG3,1
August,2021,p,2.EG3.25,2,PA21.EG3,1
August,2021,p,3.EG3.25,3,PA21.EG3,1
August,2021,p,4.EG3.25,3,PA21.EG3,1
August,2021,p,5.EG3.26,2,PA21.EG3,1
August,2021,p,6.EG3.27,4,PA21.EG3,1
August,2021,p,1.HP1.23,3,PA21.HP1,1
August,2021,p,2.HP1.23,6,PA21.HP1,1
August,2021,p,3.HP1.23,5,PA21.HP1,1
August,2021,p,4.HP1.23,3,PA21.HP1,1
August,2021,p,6.HP1.23,4,PA21.HP1,1
August,2021,p,8.HP1.23,6,PA21.HP1,1
August,2021,p,2.HP1.25,6,PA21.HP1,1
August,2021,p,3.HP1.25,4,PA21.HP1,1
August,2021,p,4.HP1.25,5,PA21.HP1,1
August,2021,p,5.HP1.25,4,PA21.HP1,1
August,2021,p,6.HP1.25,4,PA21.HP1,3
August,2021,p,7.HP1.25,4,PA21.HP1,3
August,2021,p,1.HP1.25*,4,PA21.HP1,3
August,2021,p,2.HP1.25*,5,PA21.HP1,3
August,2021,p,6.HP1.25*,5,PA21.HP1,3
August,2021,p,7.HP1.25*,3,PA21.HP1,3
August,2021,p,1.DP5.23,4,PA21.DP5,1
August,2021,p,2.DP5.23,3,PA21.DP5,1
August,2021,p,3.DP5.23,5,PA21.DP5,1
August,2021,p,5.DP5.23,4,PA21.DP5,1
August,2021,p,6.DP5.23,5,PA21.DP5,1
August,2021,p,7.DP5.23,2,PA21.DP5,1
August,2021,p,8.DP5.23,2,PA21.DP5,1
August,2021,p,1.DP5.23*,6,PA21.DP5,1
August,2021,p,2.DP5.23*,6,PA21.DP5,1
August,2021,p,3.DP5.23*,6,PA21.DP5,1
August,2021,p,4.DP5.23*,6,PA21.DP5,2
August,2021,p,5.DP5.23*,5,PA21.DP5,2
August,2021,p,6.DP5.23*,2,PA21.DP5,2
August,2021,p,1.DP5.25,3,PA21.DP5,2
August,2021,p,2.DP5.25,3,PA21.DP5,2
August,2021,p,3.DP5.25,6,PA21.DP5,2
August,2021,p,4.DP5.25,2,PA21.DP5,2
August,2021,p,5.DP5.25,4,PA21.DP5,2
August,2021,p,6.DP5.25,4,PA21.DP5,2
August,2021,p,7.DP5.25,2,PA21.DP5,2
August,2021,p,1.PR1.23,5,PA21.PR1,1
August,2021,p,2.PR1.23,3,PA21.PR1,1
August,2021,p,3.PR1.23,3,PA21.PR1,1
August,2021,p,4.PR1.23,3,PA21.PR1,1
August,2021,p,5.PR1.23,3,PA21.PR1,1
August,2021,p,6.PR1.23,2,PA21.PR1,1
August,2021,p,7.PR1.23,4,PA21.PR1,1
August,2021,p,1.PR1.25,3,PA21.PR1,1
August,2021,p,2.PR1.25,5,PA21.PR1,1
August,2021,p,3.PR1.25,3,PA21.PR1,1
August,2021,p,4.PR1.25,4,PA21.PR1,2
August,2021,p,5.PR1.25,2,PA21.PR1,2
August,2021,p,6.PR1.25,2,PA21.PR1,2
August,2021,p,7.PR1.25,3,PA21.PR1,2
August,2021,p,1.PR1.26,2,PA21.PR1,2
August,2021,p,4.PR1.23*,4,PA21.PR1,2
August,2021,p,5.PR1.23*,5,PA21.PR1,2
August,2021,p,6.PR1.23*,4,PA21.PR1,2
August,2021,p,7.PR1.23*,5,PA21.PR1,2
August,2021,p,1.DP4.23,4,PA21.DP4,1
August,2021,p,2.DP4.23,4,PA21.DP4,1
August,2021,p,3.DP4.23,4,PA21.DP4,1
August,2021,p,4.DP4.23,2,PA21.DP4,1
August,2021,p,5.DP4.23,2,PA21.DP4,1
August,2021,p,6.DP4.23,3,PA21.DP4,1
August,2021,p,7.DP4.23,2,PA21.DP4,1
August,2021,p,8.DP4.23,4,PA21.DP4,1
August,2021,p,1.DP4.25,2,PA21.DP4,1
August,2021,p,3.DP4.25,3,PA21.DP4,1
August,2021,p,1.DP4.26,,PA21.DP4,
August,2021,p,2.DP4.26,,PA21.DP4,
August,2021,p,3.DP4.26,,PA21.DP4,
August,2021,p,4.DP4.26,,PA21.DP4,
August,2021,p,1.PH1.23,2,PA21.PH1,1
August,2021,p,2.PH1.23,2,PA21.PH1,1
August,2021,p,3.PH1.23,2,PA21.PH1,1
August,2021,p,4.PH1.25,2,PA21.PH1,1
August,2021,p,5.PH1.25,3,PA21.PH1,1
August,2021,p,6.PH1.25,2,PA21.PH1,1
August,2021,p,7.PH1.25,2,PA21.PH1,1
August,2021,p,8.PH1.25,2,PA21.PH1,1
August,2021,p,1.PH1.25,1,PA21.PH1,1
August,2021,p,2.PH1.25,2,PA21.PH1,1
August,2021,p,3.PH1.25,3,PA21.PH1,2
August,2021,p,4.PH1.26,4,PA21.PH1,2
August,2021,p,5.PH1.26,6,PA21.PH1,2
August,2021,p,6.PH1.26,3,PA21.PH1,2
August,2021,p,7.PH1.26,2,PA21.PH1,2
August,2021,p,2.PH1.26,3,PA21.PH1,2
August,2021,p,3.PH1.26,2,PA21.PH1,2
August,2021,p,4.PH1.26*,4,PA21.PH1,2
August,2021,p,5.PH1.26*,4,PA21.PH1,2
August,2021,p,6.PH1.26*,4,PA21.PH1,2
August,2021,p,1.SC1.23,5,PA21.SC1,1
August,2021,p,3.SC1.23,4,PA21.SC1,1
August,2021,p,4.SC1.23,3,PA21.SC1,1
August,2021,p,5.SC1.23,4,PA21.SC1,1
August,2021,p,6.SC1.23,4,PA21.SC1,1
August,2021,p,7.SC1.23,5,PA21.SC1,1
August,2021,p,8.SC1.23,4,PA21.SC1,1
August,2021,p,1.SC1.23*,3,PA21.SC1,1
August,2021,p,3.SC1.23*,4,PA21.SC1,1
August,2021,p,4.SC1.23*,6,PA21.SC1,1
August,2021,p,6.SC1.23*,4,PA21.SC1,4
August,2021,p,7.SC1.23*,6,PA21.SC1,4
August,2021,p,1.SC1.25,3,PA21.SC1,4
August,2021,p,2.SC1.25,6,PA21.SC1,4
August,2021,p,3.SC1.25,5,PA21.SC1,4
August,2021,p,4.SC1.25,2,PA21.SC1,4
August,2021,p,5.SC1.25,4,PA21.SC1,4
August,2021,p,6.SC1.25,3,PA21.SC1,4
August,2021,p,7.SC1.25,3,PA21.SC1,4
August,2021,p,1.DP3.23,2,PA21.DP3,1
August,2021,p,3.DP3.23,2,PA21.DP3,1
August,2021,p,4.DP3.25,3,PA21.DP3,1
August,2021,p,5.DP3.25,3,PA21.DP3,1
August,2021,p,6.DP3.25,4,PA21.DP3,1
August,2021,p,7.DP3.25,2,PA21.DP3,1
August,2021,p,8.DP3.25,2,PA21.DP3,1
August,2021,p,2.DP3.25,2,PA21.DP3,1
August,2021,p,4.DP3.25,2,PA21.DP3,1
August,2021,p,6.DP3.26,5,PA21.DP3,1
August,2021,p,2.DP3.26*,,PA21.DP3,
August,2021,p,3.DP3.26*,,PA21.DP3,
August,2021,p,4.DP3.26*,,PA21.DP3,
August,2021,p,5.DP3.26*,,PA21.DP3,
August,2021,p,6.DP3.26*,,PA21.DP3,
August,2021,p,7.DP3.26*,,PA21.DP3,
August,2021,p,2.MP1.23,3,PA21.MP1,1
August,2021,p,3.MP1.23,3,PA21.MP1,1
August,2021,p,4.MP1.23,3,PA21.MP1,1
August,2021,p,5.MP1.23,4,PA21.MP1,1
August,2021,p,6.MP1.23,2,PA21.MP1,1
August,2021,p,1.MP1.23*,3,PA21.MP1,1
August,2021,p,2.MP1.23*,2,PA21.MP1,1
August,2021,p,3.MP1.23*,2,PA21.MP1,1
August,2021,p,4.MP1.23*,2,PA21.MP1,1
August,2021,p,6.MP1.23*,3,PA21.MP1,1
August,2021,p,7.MP1.23*,2,PA21.MP1,3
August,2021,p,1.MP1.25,3,PA21.MP1,3
August,2021,p,2.MP1.25,5,PA21.MP1,3
August,2021,p,3.MP1.25,2,PA21.MP1,3
August,2021,p,4.MP1.25,5,PA21.MP1,3
August,2021,p,5.MP1.25,3,PA21.MP1,3
August,2021,p,6.MP1.25,3,PA21.MP1,3
August,2021,p,7.MP1.25,4,PA21.MP1,3
August,2021,p,1.HE1.23,3,PA21.HE1,1
August,2021,p,2.HE1.23,4,PA21.HE1,1
August,2021,p,3.HE1.23,3,PA21.HE1,1
August,2021,p,4.HE1.23,3,PA21.HE1,1
August,2021,p,6.HE1.23,4,PA21.HE1,1
August,2021,p,7.HE1.23,4,PA21.HE1,1
August,2021,p,8.HE1.23,4,PA21.HE1,1
August,2021,p,1.HE1.23*,2,PA21.HE1,1
August,2021,p,2.HE1.23*,4,PA21.HE1,1
August,2021,p,3.HE1.23*,5,PA21.HE1,1
August,2021,p,4.HE1.23*,4,PA21.HE1,2
August,2021,p,5.HE1.23*,4,PA21.HE1,2
August,2021,p,6.HE1.23*,4,PA21.HE1,2
August,2021,p,7.HE1.23*,4,PA21.HE1,2
August,2021,p,1.HE1.23**,2,PA21.HE1,2
August,2021,p,2.HE1.25,6,PA21.HE1,2
August,2021,p,3.HE1.25,5,PA21.HE1,2
August,2021,p,5.HE1.25,2,PA21.HE1,2
August,2021,p,6.HE1.26,3,PA21.HE1,2
August,2021,p,7.HE1.26,2,PA21.HE1,2
August,2021,p,2.AH1.Original  26,3,PA21.AH1,1
August,2021,p,3.AH1.Original  26,3,PA21.AH1,1
August,2021,p,4.AH1.Original  26,4,PA21.AH1,1
August,2021,p,5.AH1.Original  26,3,PA21.AH1,1
August,2021,p,6.AH1.Original  26,2,PA21.AH1,1
August,2021,p,7.AH1.Original  26,4,PA21.AH1,1
August,2021,p,8.AH1.Original  26,2,PA21.AH1,1
August,2021,p,1.AH1.Original  27,3,PA21.AH1,1
August,2021,p,2.AH1.Original  27,2,PA21.AH1,1
August,2021,p,3.AH1.Original  27,4,PA21.AH1,1
August,2021,p,4.AH1.Original  27,1,PA21.AH1,2
August,2021,p,5.AH1.Original  27,2,PA21.AH1,2
August,2021,p,6.AH1.Original  27,3,PA21.AH1,2
August,2021,p,7.AH1.Original  27,3,PA21.AH1,2
August,2021,p,1.AH1.New 27,2,PA21.AH1,2
August,2021,p,2.AH1.New 27,2,PA21.AH1,2
August,2021,p,3.AH1.New 27,2,PA21.AH1,2
August,2021,p,4.AH1.New 27,2,PA21.AH1,2
August,2021,p,5.AH1.New 27,3,PA21.AH1,2
August,2021,p,6.AH1.New 27,3,PA21.AH1,2
August,2021,p,7.AH1.New 27,,PA21.AH1,
August,2021,p,1.EG4.23,6,PA21.EG4,1
August,2021,p,2.EG4.23,5,PA21.EG4,1
August,2021,p,3.EG4.23,3,PA21.EG4,1
